repo,module,language,snapshot_date,class_fqn,loc,cyclomatic_complexity,wmc,dit,noc,cbo,rfc,lcom,fan_in,fan_out,code_smells,num_commits_30d,added_loc_30d,deleted_loc_30d,num_authors_30d,days_since_last_change,bugfix_commits_90d,issues_90d,line_coverage_pct,branch_coverage_pct,mutation_score_pct,tests_failed_30d,flaky_rate,defect_next_30d,defect_count_next_30d,defect_probability_latent
repo_beta,data,Java,2025-12-11,com.ocp.quality.data.Class0210,224,4.43,4.19,6,1,0.0,1.0,2.89,1,0,1,2,2,0,0,141,0,0,80.67,73.13,60.4,1,0.0997,0,0,0.0175
repo_beta,core,Kotlin,2025-06-30,com.ocp.core.Class0050,276,6.64,9.4,6,2,0.0,2.64,1.14,2,2,0,3,18,13,0,10,0,2,74.05,56.26,65.71,3,0.477,0,0,0.01259
repo_gamma,core,Java,2025-04-12,com.ocp.quality.core.Class0137,513,9.31,12.0,6,1,1.62,4.41,0.0,1,4,3,3,20,15,0,97,0,0,67.95,54.68,65.68,0,0.0634,0,0,0.0067
repo_gamma,utils,Java,2024-09-30,com.ocp.quality.utils.Class0171,175,1.0,1.0,6,1,0.0,15.36,0.0,2,3,1,3,3,4,0,76,1,2,80.26,74.35,71.73,1,0.0396,0,0,0.0048
repo_beta,api,Java,2025-03-23,com.ocp.api.Class0008,405,9.16,2.85,2,0,0.0,12.78,4.95,3,2,3,3,13,8,0,0,0,1,80.89,,,1,0.0194,0,0,0.01715
repo_alpha,service,Java,2024-10-04,com.ocp.platform.service.Class0017,236,5.12,7.6,4,0,3.93,11.27,0.87,3,3,1,4,18,5,0,93,2,2,,51.14,,3,0.1497,0,0,0.01697
repo_beta,core,Java,2024-10-27,com.ocp.quality.core.Class0202,229,7.23,2.62,1,1,0.0,1.0,0.0,2,2,1,1,1,2,0,38,0,2,58.52,41.47,40.44,0,,0,0,0.02766
repo_alpha,integration,Java,2025-04-17,com.ocp.integration.Class0186,53,3.36,8.85,5,1,1.98,3.57,0.0,0,1,0,4,5,2,0,63,1,1,79.4,,68.05,1,0.1035,0,0,0.00528
repo_beta,integration,Java,2024-10-20,com.ocp.integration.Class0061,166,5.68,8.56,4,2,0.0,1.0,3.8,2,0,3,4,5,6,0,149,0,0,70.48,65.25,67.53,1,0.0381,0,0,0.00557
repo_gamma,service,Java,2025-05-03,com.ocp.quality.service.Class0163,239,2.17,2.23,6,1,0.0,1.0,2.35,1,0,1,4,28,21,1,97,1,1,44.84,37.4,31.52,5,0.0997,0,0,0.01189
repo_beta,api,Java,2025-09-11,com.ocp.quality.api.Class0120,254,6.75,8.15,2,0,3.94,8.6,0.56,2,2,1,3,10,17,0,67,2,1,74.89,57.89,62.69,1,0.0354,0,0,0.02026
repo_gamma,service,Java,2025-02-10,com.ocp.service.Class0159,117,3.45,7.91,4,2,0.0,3.6,3.19,2,2,1,11,15,16,1,88,1,1,73.14,58.24,50.3,1,0.0121,0,0,0.00569
repo_gamma,data,Java,2025-07-04,com.ocp.quality.data.Class0198,581,12.49,10.27,2,0,0.0,31.66,1.26,2,2,1,0,5,6,0,134,0,1,,55.13,50.29,1,0.0093,0,0,0.02999
repo_beta,utils,Java,2024-11-06,com.ocp.platform.utils.Class0186,741,9.62,10.27,5,1,0.0,25.14,3.78,1,3,2,2,23,16,1,129,0,3,66.23,56.65,58.34,2,0.0044,0,1,0.01648
repo_beta,service,Java,2024-06-10,com.ocp.transport.service.Class0021,242,9.16,14.05,6,3,0.0,5.54,4.85,2,0,1,7,33,21,1,110,1,4,77.09,70.85,,1,0.1821,0,0,0.04407
repo_gamma,data,Java,2024-11-25,com.ocp.platform.data.Class0048,154,3.97,3.46,6,2,4.17,13.99,1.24,2,1,0,2,10,13,0,127,1,1,74.45,58.25,74.72,1,0.0341,0,0,0.01318
repo_gamma,integration,Java,2025-11-06,com.ocp.platform.integration.Class0178,163,4.04,1.0,6,3,2.92,1.0,0.11,2,0,0,12,16,16,3,27,2,0,67.23,64.27,58.5,2,0.209,0,0,0.01348
repo_alpha,core,Java,2025-11-22,com.ocp.transport.core.Class0050,64,1.74,3.03,3,1,0.0,1.0,0.74,1,2,2,4,2,1,0,26,1,0,75.32,72.29,94.85,1,0.0288,0,0,0.00847
repo_gamma,api,Java,2025-08-03,com.ocp.api.Class0064,216,5.98,4.96,2,0,0.0,4.5,2.37,0,3,0,5,14,9,0,25,2,2,,63.35,79.64,1,0.0957,0,0,0.01125
repo_gamma,service,Java,2024-04-04,com.ocp.platform.service.Class0089,105,2.58,1.0,3,0,0.0,1.0,1.95,0,1,0,2,4,4,2,115,0,1,66.58,57.51,56.24,2,0.0687,0,0,0.01878
repo_beta,core,Java,2025-11-13,com.ocp.quality.core.Class0202,204,3.72,5.38,3,2,0.0,3.06,1.68,1,1,0,4,6,2,0,131,1,2,77.29,65.57,70.08,4,0.1264,0,0,0.00328
repo_alpha,data,Java,2025-04-23,com.ocp.data.Class0183,84,5.43,6.25,1,0,0.96,22.21,0.0,2,0,1,6,10,9,1,18,1,0,77.15,62.48,79.83,1,0.0986,0,1,0.01332
repo_beta,core,Java,2024-01-20,com.ocp.transport.core.Class0164,126,5.96,9.75,5,1,0.0,17.82,1.96,5,0,0,2,3,3,0,92,0,0,,56.04,43.24,1,0.0551,0,0,0.00646
repo_beta,data,Java,2024-07-07,com.ocp.platform.data.Class0114,212,6.94,5.64,2,1,0.0,20.97,1.5,1,1,1,2,18,13,0,158,1,1,91.64,,82.46,0,0.033,0,0,0.00834
repo_beta,data,Java,2024-12-23,com.ocp.quality.data.Class0212,131,5.04,1.0,6,1,0.87,1.0,0.55,0,0,0,2,4,4,0,26,0,2,74.23,66.52,55.52,2,0.0628,0,0,0.01284
repo_beta,api,Java,2024-12-14,com.ocp.transport.api.Class0047,199,3.82,1.0,5,1,0.0,1.0,3.12,0,2,0,1,5,7,0,105,0,0,,47.11,54.42,1,0.0317,0,0,0.00698
repo_beta,service,Java,2024-05-12,com.ocp.service.Class0165,252,6.93,9.32,1,0,0.0,1.0,4.27,2,1,3,7,16,16,1,154,1,0,72.98,64.74,55.98,0,0.0911,0,0,0.01701
repo_beta,integration,Java,2024-09-03,com.ocp.integration.Class0157,1346,12.37,14.06,5,1,5.03,16.12,10.07,0,2,2,11,167,165,5,108,4,2,47.79,42.31,,1,0.0362,0,0,0.21322
repo_gamma,core,Java,2024-04-22,com.ocp.transport.core.Class0144,67,1.0,2.79,4,1,0.0,6.72,1.53,3,4,0,11,12,8,0,124,1,3,59.07,50.98,45.74,2,0.0236,0,0,0.01104
repo_beta,utils,Java,2024-11-04,com.ocp.quality.utils.Class0132,49,1.47,1.0,3,0,0.0,16.69,0.0,1,0,0,2,0,2,0,51,1,2,61.32,47.54,31.24,0,0.0501,0,0,0.01442
repo_beta,core,Java,2025-10-28,com.ocp.quality.core.Class0202,254,6.78,4.99,3,2,0.0,1.0,1.13,0,2,0,2,10,2,0,158,1,0,58.75,52.41,,0,,0,0,0.01074
repo_gamma,integration,Java,2024-08-12,com.ocp.integration.Class0157,236,4.92,1.57,5,1,0.0,1.0,7.23,0,0,3,8,14,20,2,112,1,2,57.02,54.86,57.06,4,0.2388,0,0,0.03765
repo_alpha,core,Java,2024-05-22,com.ocp.platform.core.Class0206,493,10.3,17.09,1,0,6.32,28.43,3.94,0,3,1,5,59,29,2,157,0,0,68.06,51.16,,0,0.0335,0,0,0.01137
repo_alpha,service,Java,2024-04-04,com.ocp.service.Class0128,414,6.25,4.81,6,2,1.27,1.0,3.95,0,1,4,8,17,12,4,115,0,2,84.23,84.25,,1,0.0319,0,0,0.01291
repo_beta,service,Java,2024-11-15,com.ocp.transport.service.Class0035,150,5.09,2.26,3,0,3.52,8.08,4.09,3,2,0,2,8,9,0,166,0,0,53.88,43.21,43.57,1,0.0539,0,0,0.01089
repo_gamma,core,Java,2025-01-13,com.ocp.transport.core.Class0046,401,5.19,9.55,4,0,0.01,21.23,1.66,0,0,3,6,31,21,0,102,1,1,69.21,,41.71,0,0.0132,0,0,0.01186
repo_gamma,data,Java,2024-06-04,com.ocp.data.Class0174,393,7.91,2.27,3,0,0.0,12.68,1.75,2,2,0,3,18,13,0,1,1,0,53.22,59.28,42.82,1,0.102,1,0,0.05659
repo_gamma,service,Kotlin,2024-12-03,com.ocp.transport.service.Class0027,86,4.95,3.15,1,1,3.96,8.94,1.54,1,1,2,7,2,3,2,64,0,0,86.73,80.82,,0,0.059,0,0,0.00788
repo_alpha,api,Java,2024-06-19,com.ocp.quality.api.Class0027,897,10.41,7.92,4,1,0.71,1.0,3.72,1,2,1,1,29,31,0,65,0,1,67.99,73.71,56.84,1,0.1352,0,0,0.01986
repo_alpha,core,Java,2025-09-12,com.ocp.core.Class0024,84,4.12,7.23,2,0,0.0,1.0,1.89,2,1,0,10,13,5,0,93,0,1,70.84,71.45,72.89,0,0.1806,0,0,0.02302
repo_alpha,service,Java,2024-03-11,com.ocp.platform.service.Class0017,219,6.35,8.22,1,0,0.0,7.96,3.38,0,2,0,1,8,6,0,172,0,0,,49.04,55.74,0,,0,0,0.01115
repo_gamma,utils,Kotlin,2024-08-03,com.ocp.transport.utils.Class0029,440,9.09,7.28,2,0,2.72,7.84,0.0,1,2,3,1,5,5,0,55,0,1,61.56,53.79,52.91,1,0.0861,0,0,0.00906
repo_gamma,service,Java,2024-06-25,com.ocp.quality.service.Class0131,48,3.59,6.09,2,0,0.3,20.63,3.54,1,2,0,4,2,2,1,3,1,0,69.42,67.36,50.04,0,0.0558,0,2,0.14546
repo_gamma,utils,Java,2024-06-17,com.ocp.platform.utils.Class0182,688,8.16,6.16,2,0,2.96,15.76,3.87,3,1,0,10,98,88,3,50,1,2,59.95,56.58,,0,0.0946,0,1,0.06223
repo_beta,data,Java,2024-09-13,com.ocp.platform.data.Class0159,40,1.0,1.0,5,1,3.36,7.29,0.0,1,1,1,4,2,4,1,94,0,2,72.81,82.76,,0,0.1898,0,0,0.01013
repo_gamma,service,Java,2025-11-07,com.ocp.service.Class0051,84,5.59,9.54,2,0,0.0,1.0,0.0,3,2,0,3,3,7,0,143,1,0,71.33,57.66,64.16,1,0.0097,0,0,0.00376
repo_beta,service,Java,2025-08-27,com.ocp.service.Class0057,517,9.2,1.27,6,1,2.72,10.64,2.38,3,1,1,6,51,60,2,132,2,2,68.21,67.32,62.07,2,0.1332,0,0,0.02353
repo_gamma,utils,Java,2024-02-16,com.ocp.transport.utils.Class0212,127,2.37,15.3,5,1,4.45,31.97,0.0,2,2,0,9,16,10,2,0,2,1,60.67,64.04,28.34,3,0.1748,0,0,0.01755
repo_beta,api,Java,2025-03-25,com.ocp.transport.api.Class0108,137,4.09,7.22,2,0,0.0,12.71,0.43,1,1,4,3,10,3,0,95,0,1,62.97,54.34,,1,0.0764,0,0,0.03254
repo_gamma,service,Java,2025-03-20,com.ocp.service.Class0032,119,3.1,1.0,3,0,3.62,15.14,0.0,1,2,0,5,6,5,0,100,0,0,77.19,60.89,78.65,1,0.0218,0,0,0.00481
repo_alpha,utils,Java,2024-09-03,com.ocp.platform.utils.Class0180,33,3.34,4.91,3,0,5.8,4.91,0.75,4,5,1,11,3,8,0,23,0,1,65.66,57.42,59.9,0,0.0065,0,1,0.01376
repo_beta,service,Java,2025-06-01,com.ocp.platform.service.Class0204,733,6.64,3.96,5,1,1.95,1.0,3.44,3,3,0,0,13,9,0,28,0,0,59.45,54.54,50.14,2,0.0374,0,0,0.01073
repo_beta,service,Java,2024-04-11,com.ocp.platform.service.Class0109,241,3.32,1.64,5,1,0.0,1.0,0.0,1,0,0,6,18,13,0,71,1,2,68.88,57.68,58.12,0,0.0047,0,0,0.00826
repo_beta,data,Java,2025-10-29,com.ocp.platform.data.Class0107,160,4.96,9.78,3,0,2.45,9.74,3.05,1,2,2,7,3,8,0,137,3,2,,63.49,51.22,1,0.094,0,0,0.01699
repo_gamma,data,Java,2025-07-20,com.ocp.data.Class0143,76,4.53,9.6,1,0,6.7,18.83,2.35,1,1,3,0,5,5,0,75,0,1,69.09,50.2,48.95,0,0.0095,0,0,0.01468
repo_alpha,service,Java,2025-07-10,com.ocp.service.Class0115,111,5.92,11.85,4,0,4.08,19.53,2.55,1,1,0,0,2,3,0,19,0,3,62.31,49.56,59.83,2,0.1759,0,0,0.03037
repo_gamma,api,Java,2024-05-20,com.ocp.transport.api.Class0181,115,1.08,6.82,5,1,1.64,7.76,0.0,0,0,0,0,1,0,0,172,0,0,72.84,47.64,59.45,0,0.1643,0,0,0.01535
repo_gamma,integration,Java,2025-04-26,com.ocp.platform.integration.Class0052,403,3.67,3.54,4,0,0.0,1.0,0.0,0,1,2,5,61,35,1,122,0,1,,50.59,40.07,1,0.0932,0,0,0.06446
repo_gamma,data,Java,2024-04-04,com.ocp.quality.data.Class0191,385,5.33,5.99,2,0,1.18,1.0,4.97,2,3,5,6,41,41,1,48,0,0,58.39,,,2,0.0192,0,0,0.00928
repo_gamma,core,Java,2025-07-26,com.ocp.transport.core.Class0170,58,3.67,1.0,3,0,0.0,3.21,0.0,1,0,0,7,0,1,1,119,0,0,75.24,76.45,83.99,0,0.0656,0,0,0.00394
repo_gamma,utils,Java,2024-07-22,com.ocp.transport.utils.Class0173,108,4.27,1.35,5,1,1.98,1.0,0.31,1,3,0,1,1,2,0,70,0,0,71.72,77.59,,0,0.0615,0,0,0.015
repo_beta,utils,Kotlin,2025-05-05,com.ocp.utils.Class0195,515,8.04,3.15,3,0,0.36,3.73,1.52,4,4,4,11,62,43,0,122,2,2,64.4,62.47,46.02,1,0.0232,0,0,0.01168
repo_alpha,data,Kotlin,2025-03-06,com.ocp.transport.data.Class0200,203,6.06,13.34,5,2,0.0,18.49,0.37,1,1,3,2,8,10,0,102,0,0,57.43,48.38,38.88,2,0.0424,0,0,0.0037
repo_gamma,service,Java,2024-06-02,com.ocp.transport.service.Class0161,339,4.48,1.0,5,1,0.0,14.05,2.51,3,0,0,12,48,26,2,60,2,1,71.13,48.07,56.91,0,0.0543,0,0,0.03756
repo_beta,core,Java,2025-08-24,com.ocp.core.Class0028,360,3.54,1.0,5,1,2.9,1.0,3.12,1,0,3,1,13,11,0,48,0,0,64.71,55.41,62.03,1,0.0108,0,0,0.008
repo_alpha,core,Java,2025-01-31,com.ocp.transport.core.Class0053,199,4.6,1.0,3,1,0.0,28.76,0.0,2,1,1,1,20,17,0,143,0,2,60.19,62.22,30.22,1,0.0698,0,0,0.01492
repo_beta,service,Java,2024-06-13,com.ocp.quality.service.Class0024,347,6.05,4.77,3,0,0.0,1.0,3.71,1,1,1,1,37,10,0,43,1,3,85.56,83.77,93.38,0,0.0071,0,0,0.005
repo_alpha,service,Java,2025-10-27,com.ocp.transport.service.Class0110,257,7.7,6.32,4,0,0.0,13.07,6.82,3,0,4,2,8,5,0,119,0,0,59.06,38.89,,0,0.0791,0,0,0.02422
repo_gamma,service,Kotlin,2025-03-07,com.ocp.transport.service.Class0027,88,2.9,10.85,4,0,0.0,19.09,0.0,1,0,0,3,3,4,0,92,0,1,67.64,74.7,64.31,1,0.045,0,0,0.02355
repo_gamma,service,Java,2024-08-16,com.ocp.service.Class0167,1087,7.6,11.45,5,1,3.17,9.77,4.84,1,2,2,2,64,39,1,29,0,0,66.72,49.55,71.15,2,0.0308,0,0,0.01636
repo_beta,api,Java,2025-01-22,com.ocp.transport.api.Class0043,122,7.85,7.93,6,1,0.0,27.0,2.07,2,0,2,4,11,8,2,79,0,0,81.07,75.72,74.95,0,0.0153,0,0,0.0065
repo_alpha,integration,Java,2025-08-26,com.ocp.platform.integration.Class0074,106,4.57,1.0,2,1,1.72,2.42,2.99,1,4,1,2,5,1,1,162,1,1,,74.34,61.62,0,0.0048,0,0,0.007
repo_alpha,integration,Java,2025-08-12,com.ocp.platform.integration.Class0172,424,6.71,8.55,2,0,3.09,3.38,6.0,1,1,4,3,7,13,2,21,0,0,70.76,64.32,59.11,1,0.0682,0,0,0.01668
repo_alpha,service,Java,2024-01-25,com.ocp.platform.service.Class0207,499,4.48,5.76,5,2,2.0,4.31,2.09,0,0,1,1,12,16,0,162,0,1,76.64,88.14,37.8,0,0.0161,0,0,0.01225
repo_beta,api,Kotlin,2024-01-31,com.ocp.api.Class0169,117,4.67,7.9,5,1,0.0,1.0,0.0,1,1,2,10,12,14,1,60,0,0,71.79,56.33,,1,0.0376,0,0,0.01181
repo_gamma,core,Java,2024-11-09,com.ocp.quality.core.Class0153,157,2.01,6.21,1,2,0.73,5.69,3.45,2,2,1,7,17,12,0,0,0,0,86.91,84.39,48.14,0,0.0027,0,0,0.00233
repo_beta,data,Java,2024-08-01,com.ocp.quality.data.Class0210,183,3.1,6.07,6,1,0.0,1.0,0.27,1,2,3,1,9,9,0,46,1,0,59.27,35.5,27.4,1,0.0504,0,0,0.02911
repo_gamma,core,Java,2024-05-11,com.ocp.transport.core.Class0046,349,5.2,9.44,3,0,0.0,18.79,3.9,0,0,4,3,19,19,1,81,0,3,60.38,68.44,45.3,2,0.1427,0,0,0.01669
repo_beta,integration,Java,2025-02-04,com.ocp.quality.integration.Class0002,102,1.4,1.0,6,2,4.21,1.0,0.0,2,2,0,3,6,8,0,40,3,2,64.51,44.55,,2,0.0273,0,0,0.03755
repo_gamma,core,Java,2025-06-04,com.ocp.quality.core.Class0203,196,4.62,3.02,4,0,2.04,17.4,3.86,1,3,0,3,15,3,2,8,0,2,77.1,83.82,72.81,1,0.1099,0,0,0.01832
repo_beta,core,Java,2025-07-26,com.ocp.platform.core.Class0161,197,5.45,1.0,3,0,0.0,8.13,4.81,0,0,0,8,22,21,3,134,0,0,90.2,76.48,,1,0.1232,0,0,0.01086
repo_alpha,utils,Java,2025-09-22,com.ocp.utils.Class0197,143,2.0,1.0,2,0,0.0,3.33,0.0,0,3,0,1,0,1,0,63,0,0,87.11,65.89,41.84,0,,0,0,0.01274
repo_alpha,core,Java,2025-08-20,com.ocp.core.Class0066,75,1.0,1.76,3,0,0.0,1.0,0.0,2,1,0,5,7,2,2,103,1,1,68.41,,80.29,0,0.0159,0,0,0.00564
repo_beta,core,Kotlin,2024-03-09,com.ocp.core.Class0050,271,5.55,6.05,3,0,2.02,1.17,0.0,3,1,1,6,15,12,1,114,0,0,77.23,69.12,75.91,1,0.0426,0,0,0.00458
repo_alpha,service,Java,2025-12-01,com.ocp.transport.service.Class0047,138,6.35,1.0,6,2,0.36,1.0,0.0,1,0,0,6,21,22,4,46,0,0,78.99,74.08,,0,0.0188,0,0,0.01946
repo_alpha,core,Java,2025-11-17,com.ocp.quality.core.Class0194,111,3.04,1.0,4,1,2.98,1.0,2.02,1,2,3,4,13,9,1,159,3,2,86.69,72.75,65.37,0,0.1141,0,0,0.00679
repo_alpha,core,Java,2024-08-29,com.ocp.transport.core.Class0075,128,4.56,5.3,2,0,0.0,16.68,3.89,3,1,0,2,2,2,0,44,0,1,84.44,79.39,45.63,1,0.0959,0,0,0.02277
repo_alpha,utils,Java,2025-01-24,com.ocp.quality.utils.Class0013,233,1.88,2.94,4,0,1.25,1.0,1.15,0,1,1,3,7,3,0,4,0,1,65.07,61.74,60.62,0,0.0766,0,0,0.01521
repo_gamma,service,Kotlin,2025-11-14,com.ocp.transport.service.Class0027,76,2.98,2.54,3,0,0.0,10.7,0.0,1,1,0,1,5,5,0,175,0,0,68.18,61.3,27.81,3,0.1351,0,0,0.00276
repo_gamma,utils,Java,2025-06-20,com.ocp.platform.utils.Class0162,202,1.09,1.0,2,1,0.0,2.91,0.0,1,2,3,3,2,8,1,62,0,0,62.82,58.14,54.02,0,0.15,0,0,0.00494
repo_gamma,utils,Java,2024-05-29,com.ocp.quality.utils.Class0097,275,4.15,1.25,6,1,0.79,1.0,0.0,2,2,0,4,16,13,0,53,1,0,88.1,77.92,,1,,0,0,0.00488
repo_alpha,service,Java,2025-04-05,com.ocp.platform.service.Class0135,414,5.71,5.61,5,1,0.0,9.38,4.27,1,1,1,2,15,3,0,4,0,1,67.66,76.03,,0,0.0289,0,0,0.01474
repo_gamma,data,Java,2024-12-16,com.ocp.quality.data.Class0103,44,4.12,1.0,1,1,0.0,8.86,0.0,0,0,0,1,0,4,0,50,0,0,64.44,44.42,50.07,0,0.0352,0,0,0.01918
repo_gamma,utils,Java,2024-06-03,com.ocp.quality.utils.Class0208,530,9.12,4.58,6,1,5.14,1.0,3.02,0,3,4,9,51,42,0,88,5,4,78.34,57.88,56.69,2,0.0996,0,0,0.026
repo_beta,api,Java,2025-06-10,com.ocp.platform.api.Class0133,200,4.64,2.36,1,0,1.4,17.56,1.35,0,1,3,1,1,1,0,20,0,2,61.4,65.96,75.42,2,0.0712,0,0,0.00645
repo_beta,utils,Java,2024-06-04,com.ocp.transport.utils.Class0167,87,1.08,1.61,4,0,0.0,11.26,3.73,0,0,2,1,4,4,1,31,0,1,75.62,,49.6,1,0.0305,0,0,0.0102
repo_gamma,service,Java,2025-05-05,com.ocp.platform.service.Class0062,378,5.58,6.62,2,0,2.18,1.0,4.68,0,0,1,10,34,18,2,28,1,2,,56.53,59.13,1,0.0426,0,0,0.01541
repo_alpha,service,Java,2024-07-04,com.ocp.transport.service.Class0165,216,4.4,2.11,5,2,0.0,1.0,0.0,2,2,0,3,9,12,1,119,0,1,63.08,45.28,35.74,0,0.0368,0,0,0.00543
repo_beta,data,Java,2024-11-18,com.ocp.quality.data.Class0077,255,1.22,2.32,2,0,1.55,14.92,1.21,1,0,1,1,3,3,0,109,0,1,75.34,61.91,,2,0.0756,0,0,0.00662
repo_beta,core,Java,2024-03-01,com.ocp.platform.core.Class0036,878,11.62,18.02,7,1,2.23,33.07,5.67,5,2,2,1,16,13,0,162,0,0,59.05,45.48,58.39,3,0.1241,0,0,0.00649
repo_gamma,integration,Java,2024-07-29,com.ocp.platform.integration.Class0114,217,8.38,11.94,1,0,0.76,19.35,3.24,0,0,3,3,15,7,0,144,0,3,65.09,59.42,35.72,1,0.0487,0,0,0.00937
repo_gamma,core,Java,2024-10-04,com.ocp.transport.core.Class0200,465,8.2,6.49,5,2,0.47,1.0,4.9,0,0,1,2,12,11,0,38,1,2,68.15,,,0,0.0337,0,0,0.01661
repo_gamma,core,Java,2024-01-18,com.ocp.platform.core.Class0176,161,5.37,3.29,3,1,1.02,5.99,1.12,1,2,1,2,1,2,0,65,1,1,73.33,54.57,53.47,0,0.0811,0,0,0.00795
repo_gamma,api,Java,2025-09-27,com.ocp.transport.api.Class0156,47,3.36,8.23,2,0,0.0,22.81,0.0,0,0,0,1,4,1,0,74,0,0,56.84,59.88,,3,0.0631,0,0,0.00804
repo_beta,utils,Java,2025-02-13,com.ocp.utils.Class0053,73,1.01,1.0,3,0,0.0,9.59,0.0,0,1,0,1,3,1,0,69,0,1,,65.82,69.03,1,0.0225,0,0,0.01211
repo_alpha,utils,Java,2025-11-14,com.ocp.utils.Class0155,86,1.95,2.43,3,0,0.0,12.91,3.38,1,1,0,3,1,1,1,153,0,0,70.35,61.4,48.16,1,0.0564,0,0,0.00928
repo_gamma,service,Java,2024-05-13,com.ocp.service.Class0118,77,3.7,6.5,1,0,0.0,1.0,0.0,2,0,0,4,3,2,3,63,0,1,68.52,61.78,,1,0.0518,0,0,0.01243
repo_gamma,api,Java,2025-03-26,com.ocp.quality.api.Class0075,1040,12.36,12.81,3,1,4.06,6.26,7.4,1,2,2,1,26,24,1,43,0,2,,,,0,0.0151,0,0,0.13142
repo_gamma,api,Java,2024-04-23,com.ocp.api.Class0119,129,4.69,4.62,5,1,1.92,10.15,4.41,0,1,1,6,10,5,1,14,0,2,,52.62,54.61,3,0.0657,0,0,0.0328
repo_beta,service,Java,2025-08-06,com.ocp.service.Class0081,147,2.31,3.02,4,0,2.59,2.59,0.06,0,1,2,0,2,0,0,54,0,0,57.79,40.92,51.56,0,0.0527,0,0,0.00834
repo_beta,utils,Java,2024-09-07,com.ocp.quality.utils.Class0048,152,2.55,1.0,3,1,1.04,1.0,0.0,2,0,1,7,23,18,4,130,3,1,70.31,70.25,,0,0.1356,0,0,0.00794
repo_alpha,integration,Java,2024-06-06,com.ocp.quality.integration.Class0002,77,4.04,9.77,4,1,0.39,22.53,1.16,0,3,3,8,12,8,3,0,3,2,76.73,81.14,66.1,1,0.0047,0,0,0.01099
repo_alpha,core,Java,2024-02-09,com.ocp.core.Class0130,106,1.0,1.0,4,0,0.61,6.51,0.0,1,0,2,2,3,3,0,2,0,1,66.38,67.58,,1,0.0029,0,0,0.00554
repo_beta,service,Java,2025-01-22,com.ocp.quality.service.Class0176,310,1.73,1.0,5,1,1.39,7.26,0.0,1,0,2,2,32,29,0,57,0,1,97.58,69.53,75.01,0,0.1162,0,0,0.00343
repo_alpha,utils,Java,2024-05-04,com.ocp.quality.utils.Class0033,233,5.06,4.64,6,1,1.94,1.0,2.77,0,0,0,6,3,15,2,84,1,0,77.59,,57.67,0,0.0057,0,0,0.01522
repo_beta,integration,Java,2024-02-24,com.ocp.integration.Class0215,323,6.2,10.3,6,2,0.83,25.3,3.11,1,0,0,0,12,8,0,69,0,0,79.01,57.22,,1,0.1619,0,0,0.04284
repo_gamma,utils,Java,2024-06-02,com.ocp.utils.Class0172,104,2.6,1.0,2,0,0.0,1.0,2.09,2,3,0,2,10,12,0,122,0,2,,56.44,60.43,1,0.1293,0,0,0.03085
repo_gamma,service,Java,2025-07-27,com.ocp.quality.service.Class0131,52,2.39,9.81,5,2,1.09,1.85,0.36,2,2,0,2,2,1,0,141,0,0,51.09,26.68,19.63,0,,0,0,0.01577
repo_gamma,core,Java,2024-04-18,com.ocp.transport.core.Class0021,573,10.3,5.29,2,0,1.99,18.56,1.52,0,1,3,2,18,25,0,13,1,4,72.07,70.69,,1,0.0985,0,0,0.01283
repo_alpha,core,Java,2025-04-28,com.ocp.platform.core.Class0022,118,5.88,9.47,2,1,0.0,8.44,0.0,0,1,4,16,16,5,3,113,3,1,71.14,,33.99,0,0.0158,0,0,0.04815
repo_alpha,utils,Java,2024-11-14,com.ocp.quality.utils.Class0013,244,2.22,1.0,5,2,1.81,1.0,0.01,2,3,0,5,10,11,1,9,0,0,71.41,,54.96,1,0.0152,0,0,0.00508
repo_beta,api,Java,2025-10-29,com.ocp.platform.api.Class0196,80,4.4,1.0,5,3,2.06,2.59,2.42,1,0,2,4,1,2,0,157,1,0,56.93,41.97,,2,0.0063,0,0,0.03241
repo_gamma,service,Java,2025-10-18,com.ocp.quality.service.Class0092,468,5.13,1.43,4,0,1.82,1.0,0.0,1,1,2,15,60,47,1,0,3,1,77.44,75.06,,1,0.2255,0,0,0.00658
repo_beta,integration,Java,2025-05-26,com.ocp.transport.integration.Class0209,112,7.64,8.43,6,2,0.83,24.12,3.03,1,1,1,10,10,11,2,0,2,1,67.21,68.93,,1,0.005,0,0,0.02704
repo_beta,service,Java,2024-03-04,com.ocp.quality.service.Class0174,49,4.88,1.0,4,1,3.4,7.26,0.0,3,0,1,1,1,2,0,142,0,0,61.11,42.5,59.88,1,0.0637,0,0,0.00868
repo_gamma,core,Java,2024-03-19,com.ocp.core.Class0004,147,3.51,10.55,4,1,0.0,4.18,3.75,0,0,3,3,11,13,0,167,0,0,76.97,,53.02,0,0.0503,0,0,0.01239
repo_beta,utils,Java,2025-04-06,com.ocp.quality.utils.Class0048,151,2.5,2.62,4,0,0.0,4.61,0.0,0,0,3,2,19,15,0,102,0,1,85.87,,69.0,0,0.0678,0,0,0.00559
repo_beta,utils,Java,2025-01-29,com.ocp.utils.Class0168,354,5.76,4.64,5,1,0.0,4.99,3.54,0,0,1,4,19,18,0,63,1,0,79.73,69.74,71.4,0,0.0236,0,0,0.00296
repo_beta,utils,Java,2024-08-29,com.ocp.utils.Class0213,612,5.19,7.13,5,1,0.0,19.74,0.0,3,2,3,1,19,12,0,78,0,0,67.4,61.28,,2,0.1434,0,0,0.00345
